fileid,mic_file,gt_doas_by_scene_ref_order,hark_music_doas,hark_music_scores,mean_matched_doa_error_deg,localization_sec,localization_rtf
301,mic_fileid_301_doa9_3spk.wav,"230,265,9","5,200,260","1.000000,0.747030,0.397130",13.0,0.03882989599878783,0.002417651204706297
302,mic_fileid_302_doa36_3spk.wav,"36,344,275","15,55,285","1.000000,0.425449,0.325715",20.0,0.04624256399984006,0.0028487860833574913
303,mic_fileid_303_doa40_3spk.wav,"40,154,111","20,70,275","1.000000,0.299801,0.259038",60.666666666666664,0.03966493199914112,0.0023622909466684207
304,mic_fileid_304_doa128_3spk.wav,"343,128,163","95,160,280","0.358452,0.286924,0.214806",33.0,0.036774929001694545,0.002413746006592742
305,mic_fileid_305_doa32_3spk.wav,"276,212,32","275,70,190","1.000000,0.832885,0.300081",20.333333333333332,0.02460782699927222,0.0015439115356106453
306,mic_fileid_306_doa57_3spk.wav,"57,113,261","20,70,280","1.000000,0.036071,0.010806",33.0,0.026257307999912882,0.0014622629809283695
307,mic_fileid_307_doa86_3spk.wav,"86,288,242","265,90,190","1.000000,0.162250,0.120221",26.333333333333332,0.021436241000628797,0.0012113094777644932
308,mic_fileid_308_doa107_3spk.wav,"107,159,275","100,270,165","1.000000,0.019811,0.018623",6.0,0.024594006998086115,0.0015146308033401506
309,mic_fileid_309_doa45_3spk.wav,"45,99,186","75,35,10","1.000000,0.503959,0.264279",70.0,0.02799100399715826,0.0016634454190575193
310,mic_fileid_310_doa57_3spk.wav,"57,148,220","165,70,25","1.000000,0.261531,0.082245",55.0,0.03792152599999099,0.0022082866231369273
311,mic_fileid_311_doa16_3spk.wav,"102,16,64","95,175,275","1.000000,0.049900,0.029979",68.33333333333333,0.02368235900212312,0.0014375488229039855
312,mic_fileid_312_doa88_3spk.wav,"181,88,219","190,95,245","1.000000,0.989612,0.472108",14.0,0.0195280059997458,0.0013125644670562283
313,mic_fileid_313_doa50_3spk.wav,"113,302,50","165,95,285","1.000000,0.916785,0.470514",38.0,0.053441116000612965,0.0030168007000261348
314,mic_fileid_314_doa25_3spk.wav,"25,288,201","60,15,275","1.000000,0.872931,0.325650",54.666666666666664,0.0265193459999864,0.0017392728912344845
315,mic_fileid_315_doa207_3spk.wav,"207,292,344","190,95,265","1.000000,0.976111,0.412879",51.666666666666664,0.03287415000158944,0.0019269865694554876
316,mic_fileid_316_doa105_3spk.wav,"105,145,180","170,5,105","1.000000,0.994071,0.718506",50.0,0.030780064000282437,0.0018589941944470326
317,mic_fileid_317_doa4_3spk.wav,"180,4,115","175,265,90","0.638293,0.382702,0.251490",43.0,0.029973720000270987,0.001719650318071212
318,mic_fileid_318_doa38_3spk.wav,"38,326,193","170,270,75","1.000000,0.131348,0.044550",38.666666666666664,0.03399236900077085,0.001938101887266711
319,mic_fileid_319_doa41_3spk.wav,"198,160,41","190,250,110","1.000000,0.111422,0.036821",50.333333333333336,0.02519962499718531,0.0014740825233617953
320,mic_fileid_320_doa73_3spk.wav,"73,335,181","80,295,180","1.000000,0.215144,0.189037",16.0,0.018398189000436105,0.0011643225934317581
321,mic_fileid_321_doa43_3spk.wav,"301,195,43","280,350,185","1.000000,0.864722,0.335484",28.0,0.027762304998759646,0.001527037485149454
322,mic_fileid_322_doa9_3spk.wav,"9,200,238","190,255,5","1.000000,0.702427,0.280354",10.333333333333334,0.025361031999636907,0.0016021246239021397
323,mic_fileid_323_doa100_3spk.wav,"189,323,100","90,185,265","1.000000,0.333403,0.182179",24.0,0.02319938299842761,0.0015240943385896896
324,mic_fileid_324_doa14_3spk.wav,"14,283,52","80,175,275","1.000000,0.376304,0.306258",65.66666666666667,0.024333240999112604,0.001569544760357832
325,mic_fileid_325_doa27_3spk.wav,"340,27,308","285,180,80","0.666212,0.563981,0.093500",78.66666666666667,0.027482859997689957,0.001624090532897409
326,mic_fileid_326_doa143_3spk.wav,"143,312,218","270,335,115","1.000000,0.733729,0.426917",34.333333333333336,0.02176771800077404,0.0012728077943983008
327,mic_fileid_327_doa189_3spk.wav,"303,263,189","75,280,345","1.000000,0.611208,0.370469",57.666666666666664,0.01902994899865007,0.0012503251641688613
328,mic_fileid_328_doa119_3spk.wav,"119,153,264","115,165,260","1.000000,0.553400,0.354308",6.666666666666667,0.024053281998931197,0.0013970455211448516
329,mic_fileid_329_doa12_3spk.wav,"196,280,12","190,265,90","1.000000,0.145004,0.074613",33.0,0.02278503399793408,0.0013167400257414969
330,mic_fileid_330_doa67_3spk.wav,"67,354,287","85,280,180","1.000000,0.255380,0.251906",66.33333333333333,0.025969578000513138,0.0015766490654552604
331,mic_fileid_331_doa39_3spk.wav,"39,192,247","10,75,270","1.000000,0.497910,0.326473",56.333333333333336,0.022648109999863664,0.0012891041685858466
332,mic_fileid_332_doa4_3spk.wav,"152,79,4","160,15,95","1.000000,0.670160,0.661308",11.666666666666666,0.021478691000083927,0.001368450826270628
333,mic_fileid_333_doa167_3spk.wav,"167,277,222","170,270,95","1.000000,0.163750,0.155668",43.666666666666664,0.02031128499947954,0.0011253568806415702
334,mic_fileid_334_doa122_3spk.wav,"245,122,188","180,255,115","1.000000,0.973235,0.246779",8.333333333333334,0.022130836001451826,0.0014500257005513116
335,mic_fileid_335_doa43_3spk.wav,"104,43,331","100,155,275","1.000000,0.152470,0.060928",54.666666666666664,0.013951418000942795,0.0009911669361094646
336,mic_fileid_336_doa91_3spk.wav,"91,206,143","190,90,350","1.000000,0.460705,0.391499",56.666666666666664,0.029278211000928422,0.0017268186966044486
337,mic_fileid_337_doa165_3spk.wav,"302,165,212","290,85,345","1.000000,0.407476,0.352085",67.0,0.02299102100005257,0.0013522539113076445
338,mic_fileid_338_doa129_3spk.wav,"175,321,129","350,180,105","1.000000,0.694216,0.070031",19.333333333333332,0.018550907996541355,0.0012455916604194085
339,mic_fileid_339_doa48_3spk.wav,"48,232,80","65,20,260","1.000000,0.172155,0.053980",23.666666666666668,0.025127714001428103,0.0014791558097424255
340,mic_fileid_340_doa68_3spk.wav,"68,250,108","80,270,15","1.000000,0.147441,0.137927",33.666666666666664,0.02053274600257282,0.0012468269372463458
341,mic_fileid_341_doa16_3spk.wav,"196,16,141","240,180,120","1.000000,0.466971,0.013112",57.666666666666664,0.02381112099828897,0.0013559670846536337
342,mic_fileid_342_doa2_3spk.wav,"60,2,326","10,70,185","1.000000,0.247153,0.114596",53.0,0.025375141001859447,0.0015004776963351263
343,mic_fileid_343_doa17_3spk.wav,"53,205,17","15,65,270","1.000000,0.121956,0.084562",26.333333333333332,0.023687393000727752,0.0014667343457779687
344,mic_fileid_344_doa9_3spk.wav,"314,9,210","340,80,280","0.799089,0.744912,0.642351",55.666666666666664,0.02626854699701653,0.0015208526391765132
345,mic_fileid_345_doa61_3spk.wav,"61,305,154","70,15,170","1.000000,0.716880,0.603443",31.666666666666668,0.02334221199998865,0.0013762893825261214
346,mic_fileid_346_doa62_3spk.wav,"292,62,260","195,285,345","1.000000,0.044260,0.031294",49.666666666666664,0.02388433999658446,0.0014202286340860995
347,mic_fileid_347_doa18_3spk.wav,"18,315,192","10,80,175","1.000000,0.847605,0.545571",44.666666666666664,0.025455582999711623,0.0014917165188049327
348,mic_fileid_348_doa57_3spk.wav,"173,57,221","185,90,270","1.000000,0.219941,0.150242",31.333333333333332,0.02748672599773272,0.0015773286371888599
